HttpOpenRequestA,InternetCrackUrlA,NtSetContextThread,AnalyzeStart,KeBugCheck2,NtWriteVirtualMemory,NtWriteFile,DeleteFileW,gethostbyname,Fake_SetFileCreationTime,FindFirstFileExW,NtCreateThreadEx,NtShutdownSystem,GetComputerNameExW,NtCreateMutant,connect,NtReadVirtualMemory,Thread32First,Process32FirstW,listen,CreateServiceW,CryptExportKey,WSARecv,KiTrap0D,NtDeleteKey,WSAConnect,AnalyzeStop,NtTerminateProcess,CreateProcessInternalW,URLDownloadToFileW,MoveFileWithProgressW,WMICreateInstanceEnum,Fake_BeInjected,InternetCrackUrlW,WSARecvFrom,GetComputerNameW,AutoLogin,GetForegroundWindow,GetAdaptersAddresses,StrangeBehavior,CryptGenKey,NtSuspendThread,OpenSCManagerW,WMIExecQuery,sendto,NtUnloadDriver,NtLoadDriver,Module32FirstW,Fake_TerminateRemoteProcess,NtReadFile,WSASocketW,recv,NtSetValueKey,NtTerminateThread,Fake_DetectDebugger,EnumServicesStatusExW,InternetReadFile,Login,NtSetSystemInformation,StartServiceW,GetProcessAffinityMask,UnpackSelf,EnumServicesStatusA,OpenServiceW,KiGeneralProtectionFault,NtQueryAttributesFile,LoadLibraryExW,NtDeleteValueKey,SetWindowsHookExW,CopyFileExW,NtSetSystemTime,NtCreateFile,NtCreateThread,EnumServicesStatusW,NtQueryDirectoryFile,PowerOn,VMDetect,WMIConnectServer,SendARP,WSASendTo,DeleteService,send,NtAdjustPrivilegesToken,Fake_SetFileHiddenOrReadOnly,NtQueryFullAttributesFile,Fake_BeCreatedEx,NtSuspendProcess,recvfrom,WSASend,TryToAnalyze,TooManyBehavior,Fake_WritePEFile,NtDeleteFile,label,api_name
0,0,"4
","1
",0,"1
","79
","2
",0,0,0,0,0,"1
","21
",0,"145
","2
",0,0,0,0,0,0,"1
",0,"1
","2
","2
",0,0,0,0,0,0,"8
",0,"2
",0,0,0,"6
","1
",0,0,0,0,"3
","1
","75
",0,0,"28
",0,"22
",0,0,0,0,0,0,"1
","1
","1
",0,"48
","108
","5
",0,0,0,"25
","1
",0,"2
",0,0,0,0,0,0,0,"1
",0,0,"3
",0,0,0,"3
",0,0,0,1,fd5f8d231f04e8d4d6e707ee1ab324c0d9ccf40f336af2b915836a9e7d08eca5
0,0,0,"1
",0,0,"235
","1
","14
",0,0,0,0,"116
","121
","13
",0,0,0,0,0,0,0,0,0,0,"1
","297
","227
",0,"3
",0,0,0,0,"114
",0,"3
",0,0,0,0,"1
",0,0,0,0,0,"53
","500
","1
",0,"344
",0,"500
",0,0,0,0,0,0,0,0,"1
",0,"500
","500
",0,0,"31
",0,"500
",0,0,"268
",0,0,0,0,0,0,0,"115
","30
",0,"229
",0,0,0,"229
","5
","34
",0,1,afde4c6f8c14bcd69f67c41d256e0dda9f33f2108869fbd61fcfc7b9b98e37a5
0,0,0,"1
",0,0,"500
","238
","17
",0,"5
",0,0,"2
","500
","16
",0,0,"14
",0,"1
",0,0,0,0,0,"1
","462
","320
",0,"16
",0,0,0,0,"94
","1
","1
",0,0,0,0,"67
",0,0,0,0,0,0,"500
","12
",0,"500
",0,"500
",0,0,0,0,"2
",0,0,0,"67
",0,"500
","500
",0,0,"16
",0,"500
",0,0,"345
",0,0,0,0,0,0,0,"1
","108
",0,"249
",0,0,0,"326
","9
","45
",0,1,46893a7e963a91aad0f253e5583dd20d536b3602deb3cc93da4331a06c4f771f
0,0,0,"1
",0,0,"500
","459
","13
",0,"4
",0,0,"16
","500
","20
","335
",0,"10
",0,0,0,0,0,0,0,"1
","500
","438
",0,"57
",0,0,0,0,"87
","1
",0,0,0,0,0,"12
","6
",0,0,0,0,"11
","500
","10
",0,"198
",0,"500
",0,0,0,0,0,0,0,0,"12
",0,"500
","500
",0,0,"57
",0,"500
",0,0,"473
",0,0,"6
",0,0,0,0,"12
","161
",0,"249
",0,0,0,"442
","9
","222
",0,1,03c16e5a6ed94df2df6c7dadd0e65d0f0574ec724f97c1dbcc8d4f2bc1d138bc
0,0,0,"1
",0,0,"500
","413
","15
",0,0,0,0,"16
","500
","18
","500
",0,"9
",0,0,0,0,0,0,0,"1
","500
","398
",0,"55
",0,0,0,0,"91
","1
",0,0,0,0,0,"8
","9
",0,0,0,0,"11
","500
","11
",0,"175
",0,"500
",0,0,0,0,0,0,0,0,"8
",0,"500
","500
",0,0,"55
",0,"500
",0,0,"398
",0,0,"9
",0,0,0,0,"19
","154
",0,"249
",0,0,0,"401
","10
","36
",0,1,fd5e6a85e4ad819234eb039742f3b799d8b6d960950d76d5008f0d87d6bdef12
0,0,0,"1
",0,0,"107
","2
",0,0,0,0,0,"12
","92
",0,0,0,0,0,0,0,0,0,0,0,"1
","24
","25
",0,0,0,0,0,0,"11
",0,"29
",0,"1
",0,0,0,0,0,0,0,0,"4
","500
",0,0,"100
",0,"70
",0,0,0,0,0,0,"1
",0,0,0,"155
","440
",0,0,"45
",0,"52
",0,0,"51
",0,0,0,0,0,0,0,"11
",0,0,"26
",0,0,0,"26
","2
","500
",0,1,e38f6807cb5c8aafa283ebe1fcf513816b54185423ef5e5301929b54243ce0fb
0,0,0,"1
",0,0,"500
","299
","15
",0,"1
",0,0,"12
","297
","20
","137
",0,"1
",0,0,0,0,0,0,0,"1
","113
","95
",0,"71
",0,0,0,0,"35
","1
","500
",0,0,0,0,"4
","3
",0,0,0,0,"3
","500
","10
",0,"41
",0,"500
",0,0,0,0,0,0,0,0,"4
",0,"500
","500
",0,0,"71
",0,"196
",0,0,"69
",0,0,"3
",0,0,0,0,"14
","56
",0,"99
",0,0,0,"99
","6
","28
",0,1,36d687b1f7c29da98ab23de1731d50c65dfa00cd4f2b29a2b31e6783c0f9a61c
0,0,0,"1
",0,0,"75
","1
","67
","2
",0,0,0,"14
","20
",0,0,0,0,0,0,0,0,0,0,"96
","1
","2
","1
",0,0,0,0,0,0,"25
",0,"13
","2
",0,0,0,"1
","8
",0,0,0,0,0,"138
","147
","16
","18
",0,"500
",0,0,0,0,0,0,0,0,"1
",0,"205
","140
",0,0,"1
",0,"17
",0,0,"9
",0,0,"9
",0,0,0,"16
","4
","3
","10
","3
",0,0,0,"3
","1
","35
",0,1,3cc538d705928689259ce0c55b87f5baa44e46bccf1ba0e7cb6c604814d22d87
0,0,0,"1
",0,0,"11
","500
","21
",0,0,0,0,"3
","500
","20
",0,0,"500
",0,0,0,0,0,0,0,"1
","500
","441
",0,0,0,0,0,0,"3
",0,"441
",0,0,0,0,0,0,0,0,0,0,0,"500
","2
",0,"47
",0,"500
",0,0,0,0,0,0,"439
",0,0,0,"500
","500
",0,0,0,0,"22
",0,0,"1
",0,0,0,0,0,0,0,"4
",0,0,"249
",0,0,0,"442
","9
","3
",0,1,8c2cb82f31c6598c7ef9e2e4e75a92f4bc6133eabb7bf698295b5471ef8d7f28
0,0,0,"1
",0,0,"4
","4
",0,"8
",0,0,0,0,"8
",0,0,0,0,0,0,0,0,0,0,0,"1
","4
","4
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9
",0,0,0,0,"1
",0,0,0,0,0,0,"1
",0,0,0,"13
","95
",0,0,"1
",0,"8
",0,0,"7
",0,0,0,0,0,0,0,0,0,0,"5
",0,0,0,"5
",0,"7
",0,1,da837b7a20d0992ec9c0867b9fcca88e7e8bc791bb1a706b75af6ad986ed48ee
"1
","1
",0,"1
",0,0,"14
",0,0,"2
","2
",0,0,"3
","28
","2
",0,0,"1
",0,0,0,"1
",0,"36
",0,"1
","10
","8
",0,0,0,0,"1
",0,"4
",0,"6
",0,0,0,0,"2
",0,0,0,0,0,0,"41
",0,0,"134
",0,"15
",0,0,0,0,0,0,"2
","1
","2
",0,"88
","292
","5
",0,0,0,"23
",0,0,"1
",0,0,0,0,0,0,"1
","2
","7
",0,"11
",0,0,0,"11
",0,"3
",0,1,042e674fe6c2dd6cac36ee6d6caeb04935b07f63c54ea1ed3dd7431b4b17ad30
"4
",0,0,"1
",0,"76
","500
","1
",0,"31
","22
",0,0,"24
","500
","2
","500
",0,"4
","2
",0,0,0,0,"126
",0,"1
","8
",0,0,0,0,"62
",0,0,"29
",0,"500
",0,0,0,0,"52
",0,"6
",0,0,"5
",0,"500
","2
",0,"500
",0,"500
",0,0,0,0,0,0,0,"2
","52
",0,"216
","97
","32
",0,"1
",0,"500
","76
",0,"2
",0,0,0,0,0,0,0,"500
","2
",0,"29
",0,0,0,"29
","9
","50
",0,1,0e224ce22359c5a9df5f6ff90d86d247a65d010b20eb8aec3e2e7e86369c834c
"45
","48
",0,"1
",0,0,"46
","3
","1
",0,0,0,0,"3
","18
","89
",0,0,"1
",0,0,0,"398
",0,0,0,"1
","1
",0,0,"1
",0,0,"1
",0,"12
",0,"5
",0,0,0,0,"133
",0,"1
",0,0,0,0,"65
","1
","6
","1
",0,"358
",0,"56
",0,0,0,0,0,"1
","133
",0,"63
","77
","5
",0,0,0,"3
",0,0,"2
",0,0,0,0,0,0,"268
",0,0,0,"1
",0,"1
",0,"1
",0,0,0,1,207a8300f5141aa72310357ed3744d6515d3447705e8085ca636d0a6b2468738
0,0,0,"1
",0,0,"6
","3
",0,0,0,0,0,"1
","19
",0,0,0,0,0,0,0,0,"500
",0,0,"1
","5
","3
",0,0,0,0,0,0,"4
",0,0,0,"1
",0,0,0,0,0,0,0,"1
",0,"352
",0,0,"19
",0,"15
",0,0,0,0,0,0,"2
",0,0,0,"43
","89
",0,0,0,0,"5
",0,0,0,0,0,0,0,0,0,0,"1
",0,0,"4
",0,0,0,"4
","1
","294
",0,1,82696091ca8d73b167f60f04c93ae423bec0c24a446f55cde70fec3d2e8581dc
0,0,0,"1
",0,0,"500
","245
","31
",0,"2
",0,0,"35
","500
","18
","500
",0,"8
",0,0,0,0,0,0,0,"1
","401
","296
",0,"28
",0,0,0,0,"117
","1
",0,0,0,0,0,"23
","21
",0,0,0,0,"33
","500
","11
",0,"145
",0,"500
",0,0,0,0,0,0,0,0,"23
",0,"500
","500
",0,0,"28
",0,"500
",0,0,"274
",0,0,"21
",0,0,0,0,"53
","154
",0,"249
",0,0,0,"301
","9
","29
",0,1,dbd02fcb51b142dff458d8131b228d3b4106864fb51c13eb1bf6a70e079be3dc
"10
","4
",0,"1
",0,"74
","82
","1
",0,"30
","20
",0,0,"2
","500
","11
","500
",0,"1
",0,0,0,"15
",0,"126
",0,"1
","8
",0,0,0,0,"62
",0,0,"8
",0,"500
",0,0,0,0,"34
",0,"115
",0,0,"8
",0,"280
",0,0,"500
",0,"500
",0,"13
",0,0,0,0,0,"3
","34
",0,"217
","55
","178
",0,"2
",0,"4
","74
",0,"2
",0,0,0,0,0,0,"9
","173
","2
",0,"29
",0,0,0,"29
","5
","85
",0,1,22761e1d3dbb48f81ee244f239c11083c4b33e5a58a068420fb8567ec3ae4fba
0,0,0,"1
",0,0,"500
","298
","20
",0,0,0,0,"32
","500
","27
","500
",0,"5
",0,0,0,0,0,0,0,"1
","292
","213
",0,"52
",0,0,0,0,"98
","1
","1
",0,0,0,0,"8
","22
",0,0,0,0,"21
","500
","10
",0,"99
",0,"500
",0,0,0,0,0,0,0,0,"8
",0,"500
","500
",0,0,"52
",0,"403
",0,0,"204
",0,0,"22
",0,0,0,0,"52
","104
",0,"218
",0,0,0,"218
","7
","26
",0,1,4dab39e9a532510c28908ed5fc9bec18d196eee280a41b7739b8487ff7e266a4
"9
","4
",0,"1
",0,"66
","101
","2
",0,"33
","14
",0,0,"4
","500
","7
","500
",0,"2
",0,0,0,"12
",0,"126
",0,"1
","6
",0,0,0,0,"62
",0,0,"10
",0,"500
",0,0,0,0,"28
",0,"2
",0,0,"7
",0,"301
","1
",0,"500
",0,"500
",0,"11
",0,0,0,0,0,"3
","28
",0,"214
","60
","63
",0,"3
",0,"4
","66
",0,"4
",0,0,0,0,0,0,"5
","130
","2
",0,"28
",0,0,0,"28
","5
","84
",0,1,bb0108d3f4de1b4d8188782528f0012080a3b167eec9a4012e5ee3c0c364a35f
0,0,0,"1
",0,0,"366
",0,0,0,0,0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,0,"2
",0,0,0,0,0,0,0,0,0,"500
",0,0,"500
",0,"500
",0,0,0,0,0,0,0,0,0,0,"11
","20
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,"1
","3
","365
",0,1,6b6ed02b5f9e534d082ac5e20b98ebfdd1c3afc5081607a7efbb327969b75c41
0,0,0,"1
",0,"3
","500
","424
",0,0,"500
",0,0,"1
","500
",0,"5
",0,0,0,0,0,0,0,0,0,"1
","500
","500
",0,"1
",0,0,0,0,"1
",0,"6
",0,0,0,0,0,0,0,0,0,0,0,"500
",0,0,"500
",0,"3
",0,0,0,0,0,0,0,0,0,0,"500
","500
","497
",0,0,0,"258
","3
",0,"500
",0,0,0,0,0,0,0,"1
","2
",0,"249
",0,0,0,"500
","13
","500
",0,1,e9b62bf08c78b9233c4d33fdeb18a1b67a314efa03f397105753d013ca2b9c7d
0,0,0,"1
",0,0,"500
","238
","30
",0,"3
",0,0,"32
","500
","36
","500
",0,"7
",0,0,0,0,0,0,0,"1
","381
","279
",0,"31
",0,0,0,0,"107
","1
","1
",0,0,0,0,"8
","24
",0,0,0,0,"31
","500
","14
",0,"126
",0,"500
",0,0,0,0,0,0,0,0,"8
",0,"500
","500
",0,0,"31
",0,"500
",0,0,"232
",0,0,"23
",0,0,0,0,"66
","138
",0,"249
",0,0,0,"283
","9
","19
",0,1,83c75de4b054cd6ec6e3297f46c9964e414dee0b38809f51b63d7af8a1430933
"59
",0,0,"1
",0,"500
","162
","4
",0,"46
",0,0,0,"12
","500
","12
","500
",0,"6
",0,0,0,0,"1
","126
",0,"1
","44
","30
",0,0,0,"62
",0,0,"28
",0,"500
",0,0,0,0,"202
","10
","3
",0,0,"47
","4
","347
","1
",0,"500
",0,"500
",0,0,0,0,0,0,0,"3
","202
",0,"317
","500
","500
",0,"6
",0,"101
","500
",0,"4
",0,0,"4
",0,0,"1
",0,"500
","3
",0,"59
",0,0,0,"59
","10
","151
",0,1,75a9e34eda2c43500403fd76be8dce334353b2e138beb07b4079aec2d5388861
0,0,0,"1
",0,"10
","500
","17
","500
","3
","1
",0,0,"193
","39
",0,"500
","6
",0,0,0,0,0,0,"1
",0,"1
","45
","15
",0,0,0,"5
",0,0,"197
","1
","500
",0,"1
",0,0,"381
",0,"97
",0,0,0,"3
","500
","30
",0,"151
",0,"500
",0,0,0,0,0,0,0,"1
","381
",0,"78
","302
","3
",0,"13
",0,"17
","10
",0,"6
",0,0,0,0,0,0,0,"5
",0,0,"68
",0,"14
",0,"68
","6
","291
",0,1,e0ddbe71e0c1bc464c7cd9eccf3324c97d113c46be4438c2f99deddf0cec46e2
0,0,0,"1
",0,0,"500
","431
","4
",0,"3
",0,0,"3
","500
","8
",0,0,"9
",0,0,0,0,0,0,0,"1
","477
","326
",0,"68
",0,0,0,0,"44
","1
",0,0,0,0,0,"4
",0,0,0,0,0,0,"500
","3
",0,"131
",0,"500
",0,0,0,0,0,0,0,0,"4
",0,"500
","500
",0,0,"68
",0,"500
",0,0,"328
",0,0,0,0,0,0,0,"1
","102
",0,"249
",0,0,0,"329
","8
","30
",0,1,bb844097c50c968b3cdc7a622087aa971914adac3b6fe9b8f4a9d899ef48b68a
"12
","5
",0,"1
",0,"72
","117
","1
",0,"37
","26
",0,0,"7
","500
","11
","500
",0,"1
",0,0,0,"21
",0,"126
",0,"1
","7
","1
",0,0,0,"62
",0,0,"18
",0,"226
",0,0,0,0,"41
","4
","2
",0,0,"8
","1
","355
","2
",0,"500
",0,"500
",0,"20
",0,0,0,0,0,"6
","41
",0,"302
","195
","11
",0,"2
",0,"10
","72
",0,"4
",0,0,"2
",0,0,0,"8
","130
","3
",0,"31
",0,0,0,"31
","4
","91
",0,1,5151d03cdc4e605881f9475c61332b31e50790df0ad4947d997454b0fe09f425
0,0,0,"1
",0,0,"500
","373
","14
",0,"2
",0,0,"18
","500
","14
","500
",0,"8
",0,0,0,0,0,0,0,"1
","479
","374
",0,"51
",0,0,0,0,"85
","1
","1
",0,0,0,0,"4
","12
",0,0,0,0,"12
","500
","9
",0,"152
",0,"500
",0,0,0,0,0,0,0,0,"4
",0,"500
","500
",0,0,"51
",0,"500
",0,0,"346
",0,0,"12
",0,0,0,0,"23
","135
",0,"249
",0,0,0,"377
","9
","33
",0,1,ee500f4df9ff4427331ddc337e56b78f5a0ea7d559fbeefc94394c1f6e8255ef
0,0,0,"1
",0,0,"348
",0,0,0,0,0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,0,0,"2
",0,0,0,0,0,0,0,0,0,"500
",0,0,"500
",0,"500
",0,0,0,0,0,0,0,0,0,0,"11
","20
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,"1
","3
","347
",0,1,d4b28188422d9847ff6819af58d7826cdc9cd84b5d99c287c7369a21b7437006
"2
","4
",0,"1
",0,"416
","183
","5
","140
",0,"365
",0,0,"2
","35
","77
","6
",0,"17
",0,0,0,"34
","1
","6
",0,"1
","11
","8
","2
",0,0,0,0,0,"6
",0,"3
",0,0,0,0,"4
",0,0,0,"1
",0,"2
","441
","2
","84
","55
",0,"500
",0,"13
",0,0,0,0,"2
","1
","4
",0,"89
","216
","3
",0,"2
",0,"20
",0,0,"384
",0,0,0,0,0,0,"149
","5
","3
",0,"8
",0,0,0,"8
","1
","27
",0,1,b0695abde4ff073c1a3b64abf94731318bdd4eaf4c7e072c24c7394c53667131
0,0,0,"1
",0,0,"250
","6
","75
",0,"3
",0,0,"7
","46
","75
",0,"3
",0,0,0,0,0,0,0,0,"1
","32
","7
",0,0,"1
",0,0,0,"14
",0,"2
",0,0,0,0,"3
","2
",0,0,0,0,0,"272
","1
",0,"13
",0,"500
","1
",0,0,0,"1
",0,"3
",0,"3
",0,"123
","500
",0,0,"1
",0,"16
",0,0,"9
",0,0,"6
",0,0,0,"6
","4
","3
",0,"24
",0,0,0,"24
","2
","23
",0,1,f2c8c1c4b23c3c1c4ac8d022e229f5fde214eb5c0232ff001bd2c98baf3d4df5
0,0,0,"1
",0,0,"500
","339
","18
",0,"3
",0,0,"40
","500
","20
","500
",0,"10
",0,0,0,0,0,0,0,"1
","407
","317
",0,"55
",0,0,0,0,"124
","1
","1
",0,0,0,0,"4
","29
",0,0,0,0,"40
","500
","10
",0,"127
",0,"500
",0,0,0,0,0,0,0,0,"4
",0,"500
","500
",0,0,"55
",0,"500
",0,0,"253
",0,0,"29
",0,0,0,0,"89
","130
",0,"249
",0,0,0,"320
","9
","28
",0,1,5569bedb0aa12323b0b308c2a7d82fc1fc173e9c98c8359ca4b19d4e742401c1
"3
",0,0,"1
",0,0,"75
","5
",0,"47
",0,0,0,"5
","52
","1
",0,0,"3
",0,0,0,"2
",0,"88
",0,"1
","4
","5
",0,0,0,0,0,0,"4
",0,"3
",0,0,0,0,"17
",0,0,0,0,0,"1
","113
","1
",0,"500
",0,"55
",0,"1
",0,0,0,0,"2
","1
","28
",0,"92
","224
","5
",0,0,0,"23
",0,0,"7
",0,0,0,0,0,0,"1
","3
",0,0,"6
",0,0,0,"6
","1
",0,0,1,9a6e9338bf0628be1ce92fa53ad2aaddca6ceaf1004cf71644192bdfbb712d28
0,0,0,"1
",0,0,"139
","2
",0,0,0,0,0,"10
","82
",0,0,0,0,0,0,0,0,0,0,0,"1
","32
","21
",0,0,0,0,0,0,"10
",0,"30
",0,"1
",0,0,0,0,0,0,0,0,0,"500
",0,0,"91
",0,"60
",0,0,0,0,0,0,"1
",0,0,0,"148
","348
",0,0,"45
",0,"43
",0,0,"30
",0,0,0,0,0,0,0,"11
",0,0,"22
",0,0,0,"22
","2
","500
",0,1,323db49417f4dcb6a898912c4370cbdbfb19bfa334770715a6161f322882fb99
0,0,0,"1
",0,0,"500
","365
","29
",0,"2
",0,0,"34
","500
","53
","500
",0,"3
",0,0,0,0,0,0,0,"1
","288
","234
",0,"71
",0,0,0,0,"99
","1
","500
",0,0,0,0,"4
","17
",0,0,0,0,"13
","500
","12
",0,"100
",0,"500
",0,0,0,0,0,0,0,0,"4
",0,"500
","500
",0,0,"71
",0,"402
",0,0,"196
",0,0,"19
",0,0,0,0,"42
","110
",0,"239
",0,0,0,"239
","8
","257
",0,1,684b497412009c8241bc1c8ba960c7ba9709d0e675a8a72ff85b179ba0eb532a
"3
",0,0,"1
",0,"2
","500
","2
","82
","500
",0,0,0,"1
","23
","66
","127
",0,"1
",0,0,0,"1
","4
",0,0,"1
","20
","13
",0,"98
",0,0,0,0,"7
",0,0,0,0,0,0,"14
",0,0,0,0,"2
",0,"500
","3
",0,"60
",0,"500
",0,"1
",0,0,0,0,0,"3
","19
",0,"92
","411
","3
",0,"4
",0,"39
",0,0,"2
",0,0,0,0,0,0,"2
","6
","438
",0,"14
",0,0,0,"14
","4
","73
",0,1,8f63eda2baf294aeffcbeaf4cdf69d53bd8c2f58e834f8f69a8a5d3cd8284a85
0,0,0,"1
",0,"2
",0,0,0,"95
",0,0,0,0,"5
",0,0,0,0,0,0,0,0,0,0,0,"1
","34
","6
",0,0,0,"2
",0,0,0,"1
","297
",0,0,0,0,0,0,0,0,0,0,0,"102
",0,0,"83
",0,"245
",0,0,0,0,0,0,"9
",0,0,0,"31
","137
",0,0,0,0,0,"2
",0,0,0,0,0,0,0,0,0,0,"5
",0,"60
",0,0,0,"60
",0,"97
",0,1,f4087c744803ca554e28ee5a85af3a1e802d1bdd2d2f45caa0d4ae2e67e6d485
0,0,0,"1
",0,0,"13
",0,0,0,0,0,0,"3
","38
",0,0,0,0,0,0,0,0,0,"1
",0,"1
","10
","2
",0,0,0,0,0,0,"7
","1
","2
","2
",0,0,0,0,0,0,0,0,0,0,"38
","1
",0,"49
",0,"21
",0,0,0,0,0,0,"7
",0,0,0,"88
","202
",0,0,0,0,"5
",0,0,0,0,0,0,0,0,0,0,"11
","2
",0,"9
",0,0,0,"9
",0,"2
",0,1,bd0b4e1b4ce6ad4631609b8d608d7a5d0fecae189e2a05d9deb9fa5a67569405
"66
","19
",0,"1
",0,"74
","500
","2
",0,"252
","44
",0,0,"4
","500
","49
","500
",0,"13
",0,0,0,"111
",0,"126
",0,"1
","7
",0,0,0,0,"62
",0,0,"11
",0,"500
",0,0,0,0,"198
",0,"2
",0,0,"26
",0,"500
","2
",0,"500
",0,"500
",0,"110
",0,0,0,0,0,"6
","198
",0,"500
","109
","500
",0,"2
",0,"4
","74
",0,"4
",0,0,0,0,0,0,"49
","500
","5
",0,"29
",0,0,0,"29
","10
","177
",0,1,eb524ee6b9ca5d6e9140eec670e185fa7f9fa2b9b5a8c597c1ca1b147ad1db0a
"9
","4
",0,"1
",0,"66
","99
","1
",0,"33
","24
",0,0,"3
","500
","6
","500
",0,"1
",0,0,0,"13
",0,"126
",0,"1
","8
",0,0,0,0,"62
",0,0,"10
",0,"500
",0,0,0,0,"27
",0,"2
",0,0,"13
",0,"272
","1
",0,"500
",0,"500
",0,"11
",0,0,0,0,0,"3
","27
",0,"222
","72
","31
",0,"2
",0,"5
","66
",0,"6
",0,0,0,0,0,0,"5
","146
","2
",0,"29
",0,0,0,"29
","5
","83
",0,1,f0571b6c8c2ccfe20e8494235c9d496b4fbb86dc6021ec9f62b3cbb20c55d80d
0,0,0,"1
",0,0,"500
","206
","33
",0,"1
",0,0,"47
","500
","44
","500
",0,"4
",0,0,0,0,0,0,0,"1
","297
","284
",0,"32
",0,0,0,0,"138
","1
","1
",0,0,0,0,"24
","31
",0,0,0,0,"34
","500
","11
",0,"106
",0,"500
",0,0,0,0,0,0,0,0,"24
",0,"500
","500
",0,0,"32
",0,"395
",0,0,"170
",0,0,"31
",0,0,0,0,"88
","128
",0,"249
",0,0,0,"287
","8
","114
",0,1,20e74f4352e39134014725fe1449dec457706040560309a3a8e32f4e6491d797
0,0,0,"1
",0,"39
","457
","11
",0,"6
","42
",0,0,0,"462
",0,"79
",0,0,0,0,0,0,0,"2
",0,"1
","500
","500
",0,"23
",0,0,0,0,"18
","1
","1
",0,"1
",0,0,"81
",0,0,0,0,0,"3
","500
","1
",0,"40
",0,"167
",0,0,0,0,"7
",0,0,0,"74
",0,"500
","500
","8
",0,0,"2
","500
","39
",0,"301
",0,0,0,0,0,0,0,"400
","101
",0,"249
",0,0,0,"498
","7
","368
",0,1,5ceac586686834d7465a3a355ae562246c94c7857be98d160128381826272570
0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,"8
",0,0,0,0,0,0,0,0,0,0,0,"1
","1
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,"13
",0,"2
",0,0,0,0,0,0,0,0,0,0,"8
","24
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1
",0,0,0,"1
",0,0,0,1,fd7c457d29cbe2fc4b3397177a326ed5cf46e5f5639e666371045cc0e155223b
"8
",0,0,"1
",0,"78
","92
","32
",0,"57
","22
",0,0,"39
","500
",0,"500
",0,"11
","2
",0,0,0,0,"126
",0,"1
","9
","1
",0,"2
",0,"62
",0,0,"43
",0,"500
",0,0,0,0,"92
",0,"31
",0,0,"26
",0,"476
","1
",0,"500
",0,"500
",0,0,0,0,0,0,0,"3
","92
",0,"384
","78
","144
",0,"4
",0,"6
","78
",0,"12
",0,0,0,0,0,0,0,"500
","2
",0,"30
",0,0,0,"30
","6
","124
",0,1,ae3f4bc2dc62fe018938c88f2801330ccbd176ccb40e14c64797c5d6b2732927
"19
",0,0,"1
",0,0,"62
","37
",0,"33
",0,0,0,"2
","53
","9
",0,0,"1
",0,0,0,"25
",0,"13
",0,"1
","2
","5
",0,0,0,0,0,0,"5
",0,"6
",0,0,0,0,"28
",0,0,0,0,0,"4
","100
","1
",0,"61
",0,"55
",0,"15
",0,0,0,0,"2
","1
","31
",0,"93
","220
","3
",0,0,0,"20
",0,0,"9
",0,0,0,0,0,0,"18
","3
",0,0,"6
",0,0,0,"6
",0,"1
",0,1,2fd76fdab4c141693e5577d426ab29c4f63a2e9320f07f9d4dcb8dac1428299a
0,0,0,"1
",0,"1
","2
","2
",0,0,0,0,0,0,"7
",0,0,"1
","1
",0,0,0,0,0,0,0,"1
","2
",0,0,0,0,0,0,0,"1
",0,"2
",0,0,0,0,0,0,0,0,0,0,0,"4
",0,0,"1
",0,"1
",0,0,0,"1
",0,0,0,0,0,0,"32
","42
",0,0,0,0,"1
",0,0,0,0,0,0,0,0,0,0,"1
",0,0,"1
",0,0,0,"1
",0,"2
",0,1,ec8d377251cd037d0a1688208048420968d7f4c76035c205591d040d5391ce0b
0,0,0,"1
",0,0,"500
","301
","45
",0,0,0,0,"56
","500
","93
","500
",0,"1
",0,0,0,0,"5
",0,0,"1
","136
","196
",0,"71
",0,0,0,0,"134
",0,"499
",0,0,0,0,"8
","35
",0,0,0,0,"25
","500
","15
",0,"74
",0,"500
",0,0,0,0,0,0,0,0,"8
",0,"500
","500
",0,0,"71
",0,"322
",0,0,"68
",0,0,"35
",0,0,0,0,"80
","123
",0,"197
",0,0,0,"197
","7
","33
",0,1,83752481203f7891182e4256e52298aa8d344cba1efc49aacf7eb8ab5735d045
